659c51,127.0.0.1,GET,http://127.0.0.1:8000/,1461416087,,200
9023ce,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416087,1b7d37,200
1b7d37,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416087,,404
f6cf01,127.0.0.1,GET,http://127.0.0.1:8000/,1461416144,,200
6091df,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416145,4333af,200
4333af,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416145,,404
dcd931,127.0.0.1,GET,http://127.0.0.1:8000/,1461416170,,200
b5bed8,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416171,f84c37,200
f84c37,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416171,,404
bb0a41,127.0.0.1,GET,http://127.0.0.1:8000/,1461416194,,200
43fa22,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416194,b02a8d,200
b02a8d,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416194,,404
d13437,127.0.0.1,GET,http://127.0.0.1:8000/,1461416205,,200
b8b9fd,127.0.0.1,GET,http://127.0.0.1:8000/,1461416212,,200
550455,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416212,925987,200
925987,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416212,,404
ed0bb7,127.0.0.1,GET,http://127.0.0.1:8000/,1461416318,,200
e23a2b,127.0.0.1,GET,http://127.0.0.1:8000/,1461416384,,200
a7e397,127.0.0.1,GET,http://127.0.0.1:8000/,1461416449,,200
1fc444,127.0.0.1,GET,http://127.0.0.1:8000/,1461416451,,200
8414c2,127.0.0.1,GET,http://127.0.0.1:8000/,1461416463,,200
4988bb,127.0.0.1,GET,http://127.0.0.1:8000/,1461416518,,200
6c9d37,127.0.0.1,GET,http://127.0.0.1:8000/,1461416543,,200
2839f7,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416543,b66d4b,200
b66d4b,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416543,,404
be5594,127.0.0.1,GET,http://127.0.0.1:8000/,1461416558,,200
7c4f99,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416559,dfb2a5,200
dfb2a5,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416559,,404
7b0d1a,127.0.0.1,GET,http://127.0.0.1:8000/,1461416616,,200
abe1b8,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416617,3ce31d,200
3ce31d,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416617,,404
f1ae53,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416624,4e67ea,200
4e67ea,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416624,,404
89c080,127.0.0.1,GET,http://127.0.0.1:8000/,1461416641,,200
cab941,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416642,84de15,200
84de15,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416642,,404
365339,127.0.0.1,GET,http://127.0.0.1:8000/,1461416656,cf0f16,200
cf0f16,127.0.0.1,GET,http://127.0.0.1:8000/,1461416656,,500
a54cf3,127.0.0.1,GET,http://127.0.0.1:8000/,1461416705,,200
5805ee,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416706,463a9d,200
463a9d,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416706,,404
26ebb3,127.0.0.1,GET,http://127.0.0.1:8000/,1461416720,,200
f0ac05,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416721,a2a717,200
a2a717,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416721,,404
4f604b,127.0.0.1,GET,http://127.0.0.1:8000/,1461416771,,200
83aef4,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416772,9b3308,200
9b3308,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416772,,404
7e2927,127.0.0.1,GET,http://127.0.0.1:8000/,1461416787,,200
bb5ba0,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416788,e04ce9,200
e04ce9,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416788,,404
760310,127.0.0.1,GET,http://127.0.0.1:8000/,1461416831,,200
865c17,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416832,366dba,200
366dba,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416832,,404
7a4353,127.0.0.1,GET,http://127.0.0.1:8000/,1461416858,,200
5379cc,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416858,f2dc14,200
f2dc14,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416858,,404
764ea2,127.0.0.1,GET,http://127.0.0.1:8000/,1461416891,1631be,200
1631be,127.0.0.1,GET,http://127.0.0.1:8000/,1461416891,,500
0790b2,127.0.0.1,GET,http://127.0.0.1:8000/,1461416904,,200
63d3db,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416905,f42e2b,200
f42e2b,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416905,,404
f8f0ce,127.0.0.1,GET,http://127.0.0.1:8000/,1461416909,,200
f80435,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416910,d8483e,200
d8483e,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416910,,404
aab782,127.0.0.1,GET,http://127.0.0.1:8000/,1461416980,,200
46cfad,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416980,9d9f61,200
9d9f61,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461416980,,404
4f5ae8,127.0.0.1,GET,http://127.0.0.1:8000/,1461417033,,200
a7b3ed,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417034,cd6c96,200
cd6c96,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417034,,404
76480e,127.0.0.1,GET,http://127.0.0.1:8000/,1461417055,,200
3f17ba,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417056,da32b8,200
da32b8,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417056,,404
1456a7,127.0.0.1,GET,http://127.0.0.1:8000/,1461417946,,200
1c34b9,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417946,db9402,200
db9402,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417946,,404
97aa74,127.0.0.1,GET,http://127.0.0.1:8000/,1461417967,69d5c2,200
69d5c2,127.0.0.1,GET,http://127.0.0.1:8000/,1461417967,,500
d8081c,127.0.0.1,GET,http://127.0.0.1:8000/,1461417985,,200
55ac83,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417985,321722,200
321722,127.0.0.1,GET,http://127.0.0.1:8000/css/main.css,1461417985,,404
283142,127.0.0.1,GET,http://127.0.0.1:8000/connection,1461418065,ee1ed3,200
ee1ed3,127.0.0.1,GET,http://127.0.0.1:8000/connection,1461418065,,404
69c147,127.0.0.1,GET,http://127.0.0.1:8000/login,1461418077,,200
2a0f47,127.0.0.1,GET,http://127.0.0.1:8000/login,1461418163,,200
a2ee81,127.0.0.1,GET,http://127.0.0.1:8000/login,1461418166,,200
3bab93,127.0.0.1,GET,http://127.0.0.1:8000/,1461418651,,200
7c833e,127.0.0.1,GET,http://127.0.0.1:8000/,1461418861,,200
8ad313,127.0.0.1,GET,http://127.0.0.1:8000/,1461418886,,200
de857e,127.0.0.1,GET,http://127.0.0.1:8000/,1461418904,,200
276f06,127.0.0.1,GET,http://127.0.0.1:8000/,1461418910,,200
295978,127.0.0.1,GET,http://127.0.0.1:8000/,1461418918,,200
ef9380,127.0.0.1,GET,http://127.0.0.1:8000/,1461418930,,200
a7c64c,127.0.0.1,GET,http://127.0.0.1:8000/,1461418942,,200
f3e84d,127.0.0.1,GET,http://127.0.0.1:8000/,1461421360,,200
c11c96,127.0.0.1,GET,http://127.0.0.1:8000/,1461421458,,200
bf458d,127.0.0.1,GET,http://127.0.0.1:8000/,1461421596,,200
32335e,127.0.0.1,GET,http://127.0.0.1:8000/,1461421919,,200
3b8c45,127.0.0.1,GET,http://127.0.0.1:8000/,1461421923,,200
59aa24,127.0.0.1,GET,http://127.0.0.1:8000/,1461421926,,200
7ff87e,127.0.0.1,GET,http://127.0.0.1:8000/,1461422146,,200
52b8a8,127.0.0.1,GET,http://127.0.0.1:8000/,1461422176,,200
6dfe12,127.0.0.1,GET,http://127.0.0.1:8000/,1461422256,,200
f82fa4,127.0.0.1,GET,http://127.0.0.1:8000/,1461422277,,200
1cc13a,127.0.0.1,GET,http://127.0.0.1:8000/,1461422296,,200
761273,127.0.0.1,GET,http://127.0.0.1:8000/,1461422311,,200
c09f4f,127.0.0.1,GET,http://127.0.0.1:8000/,1461422321,,200
dc463f,127.0.0.1,GET,http://127.0.0.1:8000/,1461422330,,200
be2b51,127.0.0.1,GET,http://127.0.0.1:8000/,1461422342,,200
607009,127.0.0.1,GET,http://127.0.0.1:8000/,1461422442,,200
bf94d3,127.0.0.1,GET,http://127.0.0.1:8000/,1461422448,,200
1695ee,127.0.0.1,GET,http://127.0.0.1:8000/,1461422457,,200
3f1115,127.0.0.1,GET,http://127.0.0.1:8000/,1461422479,,200
d154ca,127.0.0.1,GET,http://127.0.0.1:8000/,1461422496,,200
5b5925,127.0.0.1,GET,http://127.0.0.1:8000/,1461422531,,200
978781,127.0.0.1,GET,http://127.0.0.1:8000/,1461422536,,200
0db356,127.0.0.1,GET,http://127.0.0.1:8000/,1461422539,,200
ea3dd6,127.0.0.1,GET,http://127.0.0.1:8000/,1461422545,,200
3b9ece,127.0.0.1,GET,http://127.0.0.1:8000/,1461422558,,200
148ed9,127.0.0.1,GET,http://127.0.0.1:8000/,1461422566,,200
a1e286,127.0.0.1,GET,http://127.0.0.1:8000/,1461422570,,200
24b243,127.0.0.1,GET,http://127.0.0.1:8000/,1461422580,,200
55dc8e,127.0.0.1,GET,http://127.0.0.1:8000/,1461422632,,200
b590a4,127.0.0.1,GET,http://127.0.0.1:8000/,1461422639,,200
0da1a4,127.0.0.1,GET,http://127.0.0.1:8000/,1461422647,,200
6ec34e,127.0.0.1,GET,http://127.0.0.1:8000/,1461422653,,200
a2d8fb,127.0.0.1,GET,http://127.0.0.1:8000/,1461422655,,200
7d767b,127.0.0.1,GET,http://127.0.0.1:8000/,1461422676,,200
8eda98,127.0.0.1,GET,http://127.0.0.1:8000/,1461422688,,200
6be259,127.0.0.1,GET,http://127.0.0.1:8000/,1461422715,,200
59ddea,127.0.0.1,GET,http://127.0.0.1:8000/,1461422728,,200
eb627a,127.0.0.1,GET,http://127.0.0.1:8000/,1461422736,,200
7fff88,127.0.0.1,GET,http://127.0.0.1:8000/,1461422740,,200
8a538a,127.0.0.1,GET,http://127.0.0.1:8000/,1461422741,,200
f316f3,127.0.0.1,GET,http://127.0.0.1:8000/,1461422747,,200
e5d3f4,127.0.0.1,GET,http://127.0.0.1:8000/,1461422753,,200
cb62d8,127.0.0.1,GET,http://127.0.0.1:8000/,1461422769,,200
ec44f6,127.0.0.1,GET,http://127.0.0.1:8000/,1461422772,,200
922bf9,127.0.0.1,GET,http://127.0.0.1:8000/,1461422779,,200
75be38,127.0.0.1,GET,http://127.0.0.1:8000/,1461422780,,200
3b1edb,127.0.0.1,GET,http://127.0.0.1:8000/,1461422794,,200
7359df,127.0.0.1,GET,http://127.0.0.1:8000/,1461422820,,200
301ec5,127.0.0.1,GET,http://127.0.0.1:8000/,1461422831,,200
7c6c89,127.0.0.1,GET,http://127.0.0.1:8000/,1461422837,,200
656838,127.0.0.1,GET,http://127.0.0.1:8000/,1461422847,,200
d58e2a,127.0.0.1,GET,http://127.0.0.1:8000/,1461422938,,200
185333,127.0.0.1,GET,http://127.0.0.1:8000/,1461422940,,200
9441d1,127.0.0.1,GET,http://127.0.0.1:8000/,1461422985,,200
1fa02a,127.0.0.1,GET,http://127.0.0.1:8000/,1461423112,,200
546ab2,127.0.0.1,GET,http://127.0.0.1:8000/,1461423119,,200
48e414,127.0.0.1,GET,http://127.0.0.1:8000/,1461423129,,200
6b6aa2,127.0.0.1,GET,http://127.0.0.1:8000/,1461423242,,200
758699,127.0.0.1,GET,http://127.0.0.1:8000/,1461423275,,200
d39549,127.0.0.1,GET,http://127.0.0.1:8000/,1461423286,,200
7b1778,127.0.0.1,GET,http://127.0.0.1:8000/,1461423296,,200
cfa659,127.0.0.1,GET,http://127.0.0.1:8000/,1461423303,,200
668bc2,127.0.0.1,GET,http://127.0.0.1:8000/,1461423308,,200
4d4074,127.0.0.1,GET,http://127.0.0.1:8000/,1461423318,,200
ca2793,127.0.0.1,GET,http://127.0.0.1:8000/,1461423321,,200
95c970,127.0.0.1,GET,http://127.0.0.1:8000/,1461423326,,200
3b20dd,127.0.0.1,GET,http://127.0.0.1:8000/,1461423327,,200
e4fe9e,127.0.0.1,GET,http://127.0.0.1:8000/,1461423336,,200
2ea7e2,127.0.0.1,GET,http://127.0.0.1:8000/,1461423343,,200
df05dd,127.0.0.1,GET,http://127.0.0.1:8000/,1461423347,,200
8c1d01,127.0.0.1,GET,http://127.0.0.1:8000/,1461743279,,200
909711,127.0.0.1,GET,http://127.0.0.1:8000/,1461743472,,200
8fb652,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461743474,e2241a,200
e2241a,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461743474,,404
7c4694,127.0.0.1,GET,http://127.0.0.1:8000/,1461744313,,200
0bdd12,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461744314,326814,200
326814,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461744314,,404
d3c634,127.0.0.1,GET,http://127.0.0.1:8000/account,1461744317,37551c,200
37551c,127.0.0.1,GET,http://127.0.0.1:8000/account,1461744317,,404
ed8c61,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744321,565a21,200
565a21,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744321,,500
22c701,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744329,d551cd,200
d551cd,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744329,,404
8ff997,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744338,9440ba,200
9440ba,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744338,,500
90408a,127.0.0.1,GET,http://127.0.0.1:8000/Account/index,1461744851,cc390e,200
cc390e,127.0.0.1,GET,http://127.0.0.1:8000/Account/index,1461744851,,404
d5db7f,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744859,cc4cad,200
cc4cad,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461744859,,500
2ff82a,127.0.0.1,GET,http://127.0.0.1:8000/login,1461744864,,200
8c850a,127.0.0.1,GET,http://127.0.0.1:8000/subscribe,1461744876,aefe6d,200
aefe6d,127.0.0.1,GET,http://127.0.0.1:8000/subscribe,1461744876,,404
bef08d,127.0.0.1,GET,http://127.0.0.1:8000/subscrib,1461744881,af79d3,200
af79d3,127.0.0.1,GET,http://127.0.0.1:8000/subscrib,1461744881,,404
c44b0b,127.0.0.1,GET,http://127.0.0.1:8000/subscription,1461744888,bd2522,200
bd2522,127.0.0.1,GET,http://127.0.0.1:8000/subscription,1461744888,,404
7f6d46,127.0.0.1,GET,http://127.0.0.1:8000/signin,1461744894,4bd460,200
4bd460,127.0.0.1,GET,http://127.0.0.1:8000/signin,1461744894,,404
e77094,127.0.0.1,GET,http://127.0.0.1:8000/login,1461744900,,200
6559ba,127.0.0.1,GET,http://127.0.0.1:8000/login,1461744904,,200
40b543,127.0.0.1,GET,http://127.0.0.1:8000/,1461744964,,200
d4107b,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461744965,353a50,200
353a50,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461744965,,404
81a19e,127.0.0.1,GET,http://127.0.0.1:8000/,1461745424,,200
df7709,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745425,9fcac1,200
9fcac1,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745425,,404
d7f224,127.0.0.1,GET,http://127.0.0.1:8000/login,1461745436,,200
68812c,127.0.0.1,GET,http://127.0.0.1:8000/,1461745478,,200
912cb3,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745479,8dd62b,200
8dd62b,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745479,,404
971ec8,127.0.0.1,GET,http://127.0.0.1:8000/login,1461745480,,200
21ccb8,127.0.0.1,GET,http://127.0.0.1:8000/login,1461745490,,200
9d3801,127.0.0.1,GET,http://127.0.0.1:8000/,1461745499,,200
79d23b,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745500,40fe07,200
40fe07,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745500,,404
a76caa,127.0.0.1,GET,http://127.0.0.1:8000/login,1461745501,,200
e3bb2d,127.0.0.1,GET,http://127.0.0.1:8000/register,1461745510,,301
60336a,127.0.0.1,GET,http://127.0.0.1:8000/register/,1461745513,,200
5f2e82,127.0.0.1,GET,http://127.0.0.1:8000/login,1461745522,,200
deccaa,127.0.0.1,GET,http://127.0.0.1:8000/,1461745583,,200
3cea2f,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745583,0c52f7,200
0c52f7,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745583,,404
6d73b2,127.0.0.1,GET,http://127.0.0.1:8000/,1461745595,,200
e76bf3,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745596,af0159,200
af0159,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745596,,404
e881fb,127.0.0.1,GET,http://127.0.0.1:8000/,1461745608,,200
71ecee,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745608,9d1b7c,200
9d1b7c,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745608,,404
f48489,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461745610,89a8e7,200
89a8e7,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461745610,,500
edd78a,127.0.0.1,GET,http://127.0.0.1:8000/,1461745661,,200
06fa28,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745662,19fa30,200
19fa30,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745662,,404
144eb6,127.0.0.1,GET,http://127.0.0.1:8000/,1461745678,,200
048433,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745679,78aace,200
78aace,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461745679,,404
869e57,127.0.0.1,GET,http://127.0.0.1:8000/,1461746021,,200
a281f6,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746021,b35ed3,200
b35ed3,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746021,,404
33ec05,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461746023,d8f0f7,200
d8f0f7,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461746023,,500
0a2031,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461746032,7c788f,200
7c788f,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461746032,,500
e92ae0,127.0.0.1,GET,http://127.0.0.1:8000/,1461746038,,200
10d031,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746039,e4355a,200
e4355a,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746039,,404
e75a94,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461746041,7095e1,200
7095e1,127.0.0.1,GET,http://127.0.0.1:8000/Account,1461746041,,500
cfecb5,127.0.0.1,GET,http://127.0.0.1:8000/profile,1461746065,,301
191285,127.0.0.1,GET,http://127.0.0.1:8000/profile/,1461746065,,302
65a55b,127.0.0.1,GET,http://127.0.0.1:8000/login,1461746066,,200
2e22cd,127.0.0.1,GET,http://127.0.0.1:8000/register,1461746071,,301
c96e83,127.0.0.1,GET,http://127.0.0.1:8000/register/,1461746072,,200
99b971,127.0.0.1,POST,http://127.0.0.1:8000/register/,1461746094,,302
4defc5,127.0.0.1,GET,http://127.0.0.1:8000/register/confirmed,1461746094,,200
312ee2,127.0.0.1,GET,http://127.0.0.1:8000/register/confirmed,1461746131,,200
e038ac,127.0.0.1,GET,http://127.0.0.1:8000/logout,1461746134,,302
63c1d0,127.0.0.1,GET,http://127.0.0.1:8000/,1461746134,,200
6df4ea,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746135,22a9ae,200
22a9ae,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746135,,404
69ea81,127.0.0.1,GET,http://127.0.0.1:8000/login,1461746137,,200
01d608,127.0.0.1,POST,http://127.0.0.1:8000/login_check,1461746145,,302
c6e3de,127.0.0.1,GET,http://127.0.0.1:8000/,1461746146,,200
fe3b2c,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746146,0b2836,200
0b2836,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746146,,404
65cedb,127.0.0.1,GET,http://127.0.0.1:8000/Profile,1461746149,c90f1b,200
c90f1b,127.0.0.1,GET,http://127.0.0.1:8000/Profile,1461746149,,404
74c593,127.0.0.1,GET,http://127.0.0.1:8000/,1461746158,,200
cdf919,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746158,744b24,200
744b24,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746158,,404
afb2be,127.0.0.1,GET,http://127.0.0.1:8000/profile,1461746160,,301
a2084a,127.0.0.1,GET,http://127.0.0.1:8000/profile/,1461746160,,200
07a6cc,127.0.0.1,GET,http://127.0.0.1:8000/profile,1461746371,,301
2c0522,127.0.0.1,GET,http://127.0.0.1:8000/profile/,1461746372,,200
4b4846,127.0.0.1,GET,http://127.0.0.1:8000/,1461746429,,200
bcab4c,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746430,9acd7c,200
9acd7c,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746430,,404
efa71d,127.0.0.1,GET,http://127.0.0.1:8000/profile,1461746432,,301
e0ec7f,127.0.0.1,GET,http://127.0.0.1:8000/profile/,1461746432,,200
a16442,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746565,74e3d9,200
74e3d9,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746565,,404
c69db1,127.0.0.1,GET,http://127.0.0.1:8000/profile,1461746585,,301
f80515,127.0.0.1,GET,http://127.0.0.1:8000/profile/,1461746586,,200
8f00e9,127.0.0.1,GET,http://127.0.0.1:8000/login,1461746602,,200
bc5840,127.0.0.1,GET,http://127.0.0.1:8000/login,1461746704,,200
f2fc22,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746705,ae161f,200
ae161f,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461746705,,404
552d17,127.0.0.1,GET,http://127.0.0.1:8000/,1461747252,,200
f2310c,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461747253,d0e856,200
d0e856,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461747253,,404
864484,127.0.0.1,GET,http://127.0.0.1:8000/logout,1461747257,,302
358b63,127.0.0.1,GET,http://127.0.0.1:8000/,1461747257,,200
a9f4a7,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461747258,f26941,200
f26941,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461747258,,404
e4fb3a,127.0.0.1,GET,http://127.0.0.1:8000/login,1461747262,,200
d41ede,127.0.0.1,POST,http://127.0.0.1:8000/login_check,1461747269,,302
8c4455,127.0.0.1,GET,http://127.0.0.1:8000/,1461747269,,200
b01197,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461747270,a8c810,200
a8c810,127.0.0.1,GET,http://127.0.0.1:8000/js/modernizr.custom.js,1461747270,,404
0bc643,127.0.0.1,GET,http://127.0.0.1:8000/,1461747343,1b3d6b,200
1b3d6b,127.0.0.1,GET,http://127.0.0.1:8000/,1461747343,,500
8e9f13,127.0.0.1,GET,http://127.0.0.1:8000/,1461747352,678e7d,200
678e7d,127.0.0.1,GET,http://127.0.0.1:8000/,1461747352,,500
179c36,127.0.0.1,GET,http://127.0.0.1:8000/,1461747390,c46912,200
c46912,127.0.0.1,GET,http://127.0.0.1:8000/,1461747390,,500
d5514c,127.0.0.1,GET,http://127.0.0.1:8000/,1461747435,8ebe9d,200
8ebe9d,127.0.0.1,GET,http://127.0.0.1:8000/,1461747435,,500
